region,zone,dealer,source,type,model,grade,color,booking_date,invoice_date,delivery_date,payment_type, sales amount 
Region 6,Zone 11,14106,Chat,Car,CL500,HAC,GREY,30/11/2021,16/12/2021,16/12/2021,Installment,"5,000,000.00"
Region 1,Zone 01,10127,Chat,Passenger,C-Class,TAA,GREY,25/11/2021,29/11/2021,1/12/2021,Cash,"6,000,000.00"
Region 2,Zone 04,10108,Chat,Car,CL500,HAB,GREY,6/12/2021,29/1/2022,30/1/2022,Installment,"5,000,000.00"
Region 4,Zone 07,11136,Chat,Car,CL500,HAC,WHITE,7/12/2021,19/1/2022,19/1/2022,Installment,"5,000,000.00"
Region 4,Zone 07,11136,Chat,Car,CL500,HAC,WHITE,7/12/2021,19/1/2022,19/1/2022,Cash,"5,000,000.00"
Region 4,Zone 08,16126,Website,Car,CL500,HAB,GREY,13/12/2021,,,Installment,
Region 2,Zone 03,10,Chat,Car,CL500,HAC,WHITE,1/7/2022,,,Cash,
Region 4,Zone 07,11113,Chat,Car,CL500,HAB,WHITE,9/12/2021,15/2/2022,15/2/2022,Installment,"5,000,000.00"
Region 2,Zone 03,10136,Chat,Car,CL500,HAC,WHITE,6/12/2021,14/2/2022,15/2/2022,Cash,"5,000,000.00"
Region 3,Zone 06,10149,Chat,Car,CL500,HAC,GREY,30/11/2021,27/12/2021,27/12/2021,Cash,"5,000,000.00"
Region 2,Zone 04,10165,Website,Car,CL500,HAB,WHITE,30/11/2021,10/12/2021,12/12/2021,Installment,"5,000,000.00"
Region 2,Zone 03,10147,Chat,Car,CL500,HAC,GREY,22/11/2021,21/12/2021,21/12/2021,Cash,"5,000,000.00"
Region 1,Zone 01,10127,Chat,Passenger,SL-Class,BAA,WHITE,27/11/2021,17/12/2021,27/12/2021,Cash,"4,100,000.00"
Region 1,Zone 02,10153,Chat,Car,CL500,HAC,WHITE,22/11/2021,13/12/2021,13/12/2021,Cash,"5,000,000.00"
Region 6,Zone 12,13128,Website,Car,CL500,HAC,WHITE,20/11/2021,25/12/2021,25/12/2021,Installment,"5,000,000.00"
Region 3,Zone 05,16135,Chat,Car,CL500,HAC,GREY,14/10/2022,,,Installment,
Region 6,Zone 12,13104,Website,Car,CL500,HAB,WHITE,23/11/2021,11/12/2021,11/12/2021,Installment,"5,000,000.00"
Region 3,Zone 06,10132,Chat,Car,CL500,HAB,BLACK,25/11/2021,2/3/2022,2/4/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11106,Chat,Car,CLK Coupe,HAA,WHITE,3/9/2022,,,Installment,
Region 4,Zone 07,11138,Chat,Passenger,SL-Class,BAC,WHITE,12/11/2021,22/11/2021,22/11/2021,Cash,"4,100,000.00"
Region 3,Zone 06,10115,Website,Car,CL500,HAC,WHITE,7/12/2021,29/1/2022,31/1/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11122,Website,Car,CL500,HAC,WHITE,25/12/2021,28/2/2022,28/2/2022,Installment,"5,000,000.00"
Region 3,Zone 05,10130,Chat,Car,CL500,HAB,WHITE,6/12/2021,,,Cash,
Region 3,Zone 05,10130,Website,Car,CL500,HAC,WHITE,19/11/2021,23/12/2021,23/12/2021,Installment,"5,000,000.00"
Region 2,Zone 03,20106,Chat,Car,CL500,HAC,RED-BLACK,19/11/2021,17/12/2021,17/12/2021,Installment,"5,000,000.00"
Region 4,Zone 07,11128,Chat,Passenger,SL-Class,BAC,WHITE,12/11/2021,22/11/2021,22/11/2021,Installment,"4,100,000.00"
Region 5,Zone 10,12137,Chat,Car,M-Class,TAA,BLACK,23/11/2021,23/11/2021,23/11/2021,Installment,"7,500,000.00"
Region 3,Zone 06,16131,Chat,Passenger,SE-Class,BAD,GREY,5/5/2022,15/5/2022,15/5/2022,Cash,"2,500,000.00"
Region 3,Zone 06,16131,Chat,Passenger,SE-Class,BAD,GREY,5/5/2022,15/5/2022,15/5/2022,Cash,"2,500,000.00"
Region 2,Zone 03,20106,Chat,Car,CL500,HAC,RED-BLACK,19/11/2021,17/12/2021,17/12/2021,Installment,"5,000,000.00"
Region 4,Zone 08,16115,Website,Car,CL500,HAB,WHITE,7/12/2021,31/1/2022,31/1/2022,Cash,"5,000,000.00"
Region 2,Zone 03,10119,Website,Car,CL500,HAC,RED-BLACK,21/11/2021,16/1/2022,16/1/2022,Installment,"5,000,000.00"
Region 4,Zone 08,13122,Chat,Car,CL500,HAC,RED-BLACK,19/11/2021,17/12/2021,17/12/2021,Installment,"5,000,000.00"
Region 3,Zone 05,10130,Chat,Car,CL500,HAC,WHITE,19/11/2021,23/12/2021,23/12/2021,Cash,"5,000,000.00"
Region 4,Zone 08,13122,Chat,Passenger,SL-Class,BAC,WHITE,7/12/2021,8/1/2022,8/1/2022,Cash,"4,100,000.00"
Region 2,Zone 04,14130,Chat,Car,CL500,HAC,WHITE,26/11/2021,13/1/2022,15/1/2022,Installment,"5,000,000.00"
Region 2,Zone 04,14130,Website,Car,CL500,HAB,WHITE,25/11/2021,13/12/2021,14/12/2021,Installment,"5,000,000.00"
Region 4,Zone 08,16139,Chat,Passenger,SL-Class,BAA,WHITE,6/12/2021,31/1/2022,7/2/2022,Installment,"4,100,000.00"
Region 2,Zone 04,10165,Chat,Car,CL500,HAC,WHITE,26/11/2021,13/1/2022,15/1/2022,Cash,"5,000,000.00"
Region 4,Zone 08,16139,Line,Passenger,SL-Class,BAA,WHITE,6/12/2021,31/1/2022,7/2/2022,Installment,"4,100,000.00"
Region 6,Zone 11,14101,Chat,Car,CL500,HAC,BLACK,19/11/2021,29/12/2021,29/12/2021,Installment,"5,000,000.00"
Region 5,Zone 10,12128,Chat,Car,CL500,HAB,WHITE,20/6/2022,27/6/2022,30/6/2022,Installment,"5,000,000.00"
Region 6,Zone 12,13131,Chat,Car,CL500,HAB,WHITE,10/12/2021,19/2/2022,21/2/2022,Cash,"5,000,000.00"
Region 5,Zone 09,12126,Chat,Car,CL500,HAB,WHITE,20/6/2022,27/6/2022,30/6/2022,Cash,"5,000,000.00"
Region 5,Zone 09,12138,Chat,Car,CL500,HAB,WHITE,20/6/2022,27/6/2022,30/6/2022,Installment,"5,000,000.00"
Region 1,Zone 01,10129,Chat,Car,CL500,HAB,WHITE,20/6/2022,27/6/2022,30/6/2022,Cash,"5,000,000.00"
Region 1,Zone 01,10166,Chat,Car,CL500,HAB,WHITE,20/6/2022,27/6/2022,30/6/2022,Installment,"5,000,000.00"
Region 3,Zone 05,10137,Chat,Car,CL500,HAB,WHITE,18/12/2021,14/1/2022,16/1/2022,Installment,"5,000,000.00"
Region 3,Zone 05,10128,Chat,Car,CL500,HAC,BLACK,2/12/2021,24/12/2021,27/12/2021,Installment,"5,000,000.00"
Region 3,Zone 06,10143,Website,Car,CL500,HAC,GREY,1/12/2021,25/12/2021,27/12/2021,Installment,"5,000,000.00"
Region 2,Zone 04,10160,Chat,Passenger,SL-Class,BAA,GREY,2/6/2022,9/8/2022,10/8/2022,Cash,"4,100,000.00"
Region 1,Zone 01,10111,Chat,Car,CL500,HAB,WHITE,22/11/2021,14/12/2021,15/12/2021,Installment,"5,000,000.00"
Region 3,Zone 06,10115,Chat,Car,CL500,HAC,WHITE,20/11/2021,30/1/2022,31/1/2022,Cash,"5,000,000.00"
Region 6,Zone 11,14116,Website,Car,CL500,HAC,WHITE,7/12/2021,19/3/2022,19/3/2022,Installment,"5,000,000.00"
Region 3,Zone 05,10114,Website,Car,CLK Coupe,TAB,SILVER,9/12/2021,6/1/2022,6/1/2022,Cash,"5,500,000.00"
Region 1,Zone 01,10111,Chat,Car,CLK Coupe,TAB,WHITE,25/1/2022,25/2/2022,25/2/2022,Installment,"5,500,000.00"
Region 1,Zone 01,16144,Website,Car,CL500,HAC,WHITE,22/11/2021,18/12/2021,20/12/2021,Installment,"5,000,000.00"
Region 2,Zone 04,10158,Website,Car,CL500,HAC,WHITE,12/2/2022,4/8/2022,4/8/2022,Cash,"5,000,000.00"
Region 2,Zone 03,10,Chat,Car,CLK Coupe,TAB,WHITE,7/12/2021,28/12/2021,28/12/2021,Installment,"5,500,000.00"
Region 5,Zone 09,12111,Chat,Passenger,SL-Class,BAB,BLACK,5/11/2021,,,Installment,
Region 2,Zone 03,10119,Website,Car,CL500,HAB,WHITE,4/12/2021,21/1/2022,24/1/2022,Installment,"5,000,000.00"
Region 2,Zone 04,10164,Chat,Car,CL500,HAC,WHITE,26/1/2022,25/2/2022,25/2/2022,Cash,"5,000,000.00"
Region 2,Zone 04,10164,Chat,Car,CL500,HAC,WHITE,26/1/2022,25/2/2022,25/2/2022,Cash,"5,000,000.00"
Region 2,Zone 03,10119,Chat,Car,CL500,HAC,WHITE,19/11/2021,31/1/2022,2/2/2022,Cash,"5,000,000.00"
Region 6,Zone 11,14118,Website,Car,CL500,HAC,GREY,20/11/2021,15/12/2021,15/12/2021,Cash,"5,000,000.00"
Region 6,Zone 11,14102,Website,Car,CL500,HAC,GREY,20/11/2021,15/12/2021,15/12/2021,Installment,"5,000,000.00"
Region 2,Zone 03,10,Chat,Car,CL500,HAC,WHITE,22/11/2021,21/1/2022,21/1/2022,Cash,"5,000,000.00"
Region 6,Zone 11,14102,Line,Car,CL500,HAC,GREY,20/11/2021,15/12/2021,15/12/2021,Installment,"5,000,000.00"
Region 2,Zone 04,10162,Chat,Car,CL500,HAC,BLACK,25/12/2021,27/12/2021,7/1/2022,Cash,"5,000,000.00"
Region 1,Zone 02,10116,Website,Car,CL500,HAA,GREY,4/12/2021,23/12/2021,23/12/2021,Installment,"5,000,000.00"
Region 3,Zone 06,10112,Chat,Passenger,SL-Class,BAA,BLACK,6/6/2022,10/6/2022,30/6/2022,Installment,"4,100,000.00"
Region 4,Zone 07,11103,Chat,Passenger,SL-Class,BAC,WHITE,19/2/2022,26/2/2022,26/2/2022,Cash,"4,100,000.00"
Region 1,Zone 02,10153,Website,Car,CL500,HAC,WHITE,24/11/2021,22/12/2021,22/12/2021,Cash,"5,000,000.00"
Region 1,Zone 02,10153,Website,Car,CL500,HAC,WHITE,24/11/2021,22/12/2021,22/12/2021,Installment,"5,000,000.00"
Region 2,Zone 03,10,Website,Car,CL500,HAB,WHITE,19/11/2021,16/12/2021,16/12/2021,Cash,"5,000,000.00"
Region 3,Zone 05,10128,Chat,Car,CL500,HAC,WHITE,17/12/2021,29/4/2022,30/4/2022,Installment,"5,000,000.00"
Region 1,Zone 01,10127,Chat,Car,CL500,HAC,WHITE,12/1/2022,24/2/2022,24/2/2022,Installment,"5,000,000.00"
Region 2,Zone 03,10148,Chat,Car,CL500,HAC,GREY,8/12/2021,29/3/2022,29/3/2022,Installment,"5,000,000.00"
Region 3,Zone 05,10137,Website,Car,CLK Coupe,TAB,BLACK,11/12/2021,14/12/2021,14/12/2021,Cash,"5,500,000.00"
Region 1,Zone 01,10111,Website,Car,CL500,HAC,RED-BLACK,22/11/2021,14/12/2021,15/12/2021,Cash,"5,000,000.00"
Region 6,Zone 13,13101,Chat,Car,CL500,HAC,WHITE,6/1/2022,5/8/2022,5/8/2022,Installment,"5,000,000.00"
Region 4,Zone 08,16109,Website,Car,CL500,HAC,GREY,13/12/2021,31/1/2022,31/1/2022,Cash,"5,000,000.00"
Region 5,Zone 10,12142,Website,Car,CL500,HAC,GREY,7/12/2021,30/12/2021,30/12/2021,Cash,"5,000,000.00"
Region 6,Zone 11,14117,Chat,Car,CL500,HAC,BLACK,31/1/2022,10/2/2022,10/2/2022,Installment,"5,000,000.00"
Region 5,Zone 10,12121,Chat,Car,CL500,HAB,WHITE,22/11/2021,24/12/2021,29/12/2021,Cash,"5,000,000.00"
Region 3,Zone 05,10146,Chat,Car,CL500,HAB,WHITE,21/1/2022,31/1/2022,4/2/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11138,Chat,Car,CL500,HAC,WHITE,22/5/2022,26/5/2022,26/5/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11128,Chat,Car,CL500,HAB,WHITE,10/12/2021,15/3/2022,15/3/2022,Installment,"5,000,000.00"
Region 1,Zone 01,10127,Chat,Car,CL500,HAB,WHITE,11/12/2021,14/3/2022,14/3/2022,Installment,"5,000,000.00"
Region 2,Zone 03,10119,Website,Car,CL500,HAB,GREY,27/11/2021,17/12/2021,18/12/2021,Cash,"5,000,000.00"
Region 2,Zone 03,10122,Chat,Car,CL500,HAC,GREY,20/11/2021,16/12/2021,18/12/2021,Installment,"5,000,000.00"
Region 5,Zone 09,12126,Chat,Car,CL500,HAC,RED-BLACK,19/11/2021,17/12/2021,17/12/2021,Installment,"5,000,000.00"
Region 5,Zone 09,12140,Chat,Car,CLK Coupe,TAB,BLACK,25/1/2022,26/1/2022,26/1/2022,Installment,"5,500,000.00"
Region 1,Zone 01,10111,Chat,Car,CL500,HAB,WHITE,19/11/2021,8/1/2022,8/1/2022,Installment,"5,000,000.00"
Region 2,Zone 03,10,Chat,Car,CL500,HAC,WHITE,29/11/2021,22/1/2022,24/1/2022,Installment,"5,000,000.00"
Region 2,Zone 04,10165,Chat,Passenger,SL-Class,BAC,WHITE,14/12/2021,,,Cash,
Region 3,Zone 05,16135,Chat,Car,M-Class,BAC,GREY,18/11/2021,11/1/2022,21/1/2022,Cash,"7,500,000.00"
Region 2,Zone 04,10108,Chat,Car,CL500,HAC,GREY,8/12/2021,31/1/2022,4/2/2022,Installment,"5,000,000.00"
Region 5,Zone 10,12109,Website,Car,CL500,HAB,GREY,13/12/2021,18/3/2022,18/3/2022,Cash,"5,000,000.00"
Region 5,Zone 09,12106,Website,Car,CL500,HAC,RED-BLACK,20/11/2021,23/12/2021,23/12/2021,Cash,"5,000,000.00"
Region 2,Zone 04,10150,Chat,Car,CL500,HAC,WHITE,25/11/2021,30/1/2022,30/1/2022,Cash,"5,000,000.00"
Region 1,Zone 02,10159,Chat,Car,CL500,HAB,WHITE,11/12/2021,29/7/2022,29/7/2022,Cash,"5,000,000.00"
Region 4,Zone 08,13122,Chat,Passenger,SL-Class,BAB,GREY,21/11/2021,29/11/2021,14/12/2021,Installment,"4,100,000.00"
Region 6,Zone 11,14102,Chat,Car,CL500,HAC,BLACK,22/11/2021,15/1/2022,15/1/2022,Cash,"5,000,000.00"
Region 3,Zone 05,10137,Chat,Car,CLK Coupe,TAB,WHITE,20/12/2021,,,Installment,
Region 2,Zone 03,10119,Chat,Car,CL500,HAC,WHITE,19/11/2021,31/1/2022,2/2/2022,Installment,"5,000,000.00"
Region 5,Zone 09,12138,Chat,Car,CL500,HAC,RED-BLACK,19/11/2021,17/12/2021,17/12/2021,Installment,"5,000,000.00"
Region 5,Zone 09,12138,Chat,Car,CL500,HAC,RED-BLACK,19/11/2021,17/12/2021,17/12/2021,Installment,"5,000,000.00"
Region 5,Zone 09,12138,Chat,Car,CL500,HAC,RED-BLACK,19/11/2021,17/12/2021,17/12/2021,Installment,"5,000,000.00"
Region 3,Zone 06,10149,Chat,Car,CLK Coupe,TAB,WHITE,20/12/2021,,,Installment,
Region 5,Zone 09,12101,Chat,Car,CL500,HAC,RED-BLACK,19/11/2021,17/12/2021,17/12/2021,Cash,"5,000,000.00"
Region 4,Zone 07,11131,Chat,Passenger,SL-Class,BAB,WHITE,9/11/2021,20/11/2021,20/11/2021,Cash,"4,100,000.00"
Region 5,Zone 09,12101,Chat,Car,CL500,HAC,RED-BLACK,19/11/2021,17/12/2021,17/12/2021,Installment,"5,000,000.00"
Region 4,Zone 08,16115,Chat,Car,CL500,HAC,WHITE,20/11/2021,24/1/2022,24/1/2022,Cash,"5,000,000.00"
Region 2,Zone 03,10136,Chat,Car,CL500,HAC,RED-BLACK,19/11/2021,17/12/2021,17/12/2021,Installment,"5,000,000.00"
Region 5,Zone 09,12126,Chat,Car,CL500,HAC,RED-BLACK,19/11/2021,17/12/2021,17/12/2021,Installment,"5,000,000.00"
Region 3,Zone 06,16131,Website,Car,CL500,HAB,GREY,23/3/2022,25/3/2022,29/3/2022,Installment,"5,000,000.00"
Region 4,Zone 07,11124,Chat,Car,CL500,HAB,GREY,20/11/2021,28/12/2021,28/12/2021,Cash,"5,000,000.00"
Region 6,Zone 11,14107,Website,Car,CL500,HAC,RED-BLACK,19/11/2021,14/12/2021,20/12/2021,Cash,"5,000,000.00"
Region 2,Zone 03,10106,Chat,Passenger,C-Class,TAA,WHITE,24/8/2022,,,Cash,
Region 3,Zone 05,20104,Chat,Car,CLK Coupe,HAB,WHITE,26/9/2022,,,Installment,
Region 4,Zone 08,16129,Chat,Passenger,S-Class,BAB,WHITE,25/8/2022,1/9/2022,7/9/2022,Cash,"8,400,000.00"
Region 2,Zone 03,20107,Chat,Car,CL500,HAB,WHITE,19/11/2021,29/3/2022,29/3/2022,Cash,"5,000,000.00"
Region 6,Zone 11,14123,Website,Car,CL500,HAA,WHITE,13/7/2022,27/7/2022,27/7/2022,Cash,"5,000,000.00"
Region 2,Zone 03,10147,Website,Car,CL500,HAC,WHITE,20/11/2021,20/12/2021,20/12/2021,Cash,"5,000,000.00"
Region 2,Zone 03,10122,Chat,Car,CL500,HAC,GREY,29/12/2021,30/3/2022,4/5/2022,Installment,"5,000,000.00"
Region 3,Zone 05,16135,Website,Car,CL500,HAB,WHITE,11/4/2022,29/4/2022,3/5/2022,Cash,"5,000,000.00"
Region 1,Zone 02,16145,Website,Car,CL500,HAC,BLACK,20/11/2021,18/12/2021,20/12/2021,Cash,"5,000,000.00"
Region 3,Zone 05,16117,Chat,Car,CL500,HAC,GREY,16/12/2021,30/12/2021,30/12/2021,Cash,"5,000,000.00"
Region 3,Zone 05,10128,Website,Car,CL500,HAC,RED-BLACK,13/12/2021,17/3/2022,18/3/2022,Installment,"5,000,000.00"
Region 3,Zone 05,10114,Website,Car,CL500,HAC,WHITE,2/12/2021,28/1/2022,28/1/2022,Installment,"5,000,000.00"
Region 1,Zone 02,10140,Chat,Car,CL500,HAC,WHITE,29/12/2021,29/12/2021,22/1/2022,Cash,"5,000,000.00"
Region 3,Zone 06,10143,Chat,Car,CL500,HAC,WHITE,20/11/2021,17/12/2021,17/12/2021,Cash,"5,000,000.00"
Region 3,Zone 06,10143,Chat,Car,CL500,HAC,WHITE,20/11/2021,17/12/2021,17/12/2021,Cash,"5,000,000.00"
Region 3,Zone 06,14103,Chat,Car,CL500,HAC,GREY,14/12/2021,28/12/2021,28/12/2021,Installment,"5,000,000.00"
Region 3,Zone 06,10115,Chat,Car,CL500,HAC,WHITE,20/11/2021,23/12/2021,28/12/2021,Installment,"5,000,000.00"
Region 2,Zone 04,14128,Chat,Car,CL500,HAC,GREY,10/12/2021,30/4/2022,30/4/2022,Installment,"5,000,000.00"
Region 6,Zone 13,13115,Chat,Passenger,C-Class,TAA,BLACK,3/8/2022,28/10/2022,28/10/2022,Cash,"6,000,000.00"
Region 2,Zone 04,10158,Website,Car,CL500,HAC,WHITE,11/12/2021,18/3/2022,21/3/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11108,Website,Passenger,SL-Class,BAB,BLACK,13/11/2021,22/11/2021,22/11/2021,Cash,"4,100,000.00"
Region 3,Zone 05,16135,Chat,Passenger,SL-Class,BAA,GREY,27/10/2022,5/11/2022,,Installment,"4,100,000.00"
Region 6,Zone 11,14101,Website,Car,CL500,HAC,WHITE,2/12/2021,31/1/2022,3/2/2022,Installment,"5,000,000.00"
Region 2,Zone 04,10164,Chat,Car,CL500,HAB,WHITE,8/12/2021,29/1/2022,31/1/2022,Installment,"5,000,000.00"
Region 2,Zone 03,10122,Chat,Car,CL500,HAC,WHITE,22/11/2021,15/1/2022,17/1/2022,Installment,"5,000,000.00"
Region 4,Zone 08,16128,Chat,Passenger,SL-Class,BAC,SILVER,14/3/2022,21/3/2022,21/3/2022,Cash,"4,100,000.00"
Region 3,Zone 06,10132,Chat,Car,CL500,HAC,WHITE,9/12/2021,22/12/2021,25/12/2021,Installment,"5,000,000.00"
Region 3,Zone 06,10132,Chat,Car,CL500,HAC,WHITE,9/12/2021,22/12/2021,25/12/2021,Cash,"5,000,000.00"
Region 1,Zone 01,16133,Chat,Car,CL500,HAC,BLACK,15/3/2022,,,Installment,
Region 1,Zone 01,16133,Chat,Car,CL500,HAC,BLACK,15/3/2022,,,Cash,
Region 3,Zone 05,20112,Chat,Car,CL500,HAB,GREY,31/5/2022,,,Cash,
Region 3,Zone 05,16117,Website,Car,CL500,HAC,GREY,6/12/2021,30/12/2021,30/12/2021,Cash,"5,000,000.00"
Region 3,Zone 05,16135,Chat,Passenger,SL-Class,BAA,WHITE,22/11/2021,29/11/2021,30/11/2021,Cash,"4,100,000.00"
Region 2,Zone 03,10136,Website,Car,M-Class,BAD,WHITE,19/12/2021,29/1/2022,29/1/2022,Cash,"7,500,000.00"
Region 2,Zone 04,14130,Website,Car,CL500,HAB,GREY,20/11/2021,16/12/2021,18/12/2021,Installment,"5,000,000.00"
Region 1,Zone 01,10133,Chat,Car,CL500,HAB,WHITE,9/3/2022,,,Installment,
Region 3,Zone 06,10149,Chat,Passenger,SL-Class,BAA,WHITE,22/11/2021,29/11/2021,30/11/2021,Cash,"4,100,000.00"
Region 2,Zone 04,14128,Chat,Car,CL500,HAC,WHITE,13/1/2022,30/7/2022,30/7/2022,Cash,"5,000,000.00"
Region 2,Zone 04,14130,Chat,Car,CL500,HAC,WHITE,13/1/2022,30/7/2022,30/7/2022,Installment,"5,000,000.00"
Region 4,Zone 08,16103,Chat,Car,CL500,HAC,WHITE,24/2/2022,2/3/2022,4/3/2022,Cash,"5,000,000.00"
Region 1,Zone 01,10133,Chat,Passenger,SL-Class,BAA,WHITE,8/11/2021,20/11/2021,20/11/2021,Installment,"4,100,000.00"
Region 3,Zone 05,10146,Website,Car,CL500,HAC,WHITE,14/12/2021,21/1/2022,25/1/2022,Cash,"5,000,000.00"
Region 3,Zone 05,16117,Website,Passenger,SL-Class,BAC,WHITE,9/11/2021,20/12/2021,20/12/2021,Cash,"4,100,000.00"
Region 3,Zone 06,10143,Chat,Car,CL500,HAB,GREY,20/1/2022,30/5/2022,31/5/2022,Installment,"5,000,000.00"
Region 5,Zone 09,12147,Chat,Car,CL500,HAC,WHITE,20/11/2021,27/1/2022,29/1/2022,Cash,"5,000,000.00"
Region 3,Zone 06,10112,Chat,Car,CL500,HAB,GREY,20/1/2022,30/5/2022,31/5/2022,Installment,"5,000,000.00"
Region 5,Zone 09,12147,Chat,Car,CL500,HAC,WHITE,20/11/2021,27/1/2022,29/1/2022,Cash,"5,000,000.00"
Region 4,Zone 08,16128,Chat,Car,CL500,HAB,WHITE,2/12/2021,20/12/2021,21/12/2021,Installment,"5,000,000.00"
Region 2,Zone 03,10121,Chat,Car,CL500,HAC,WHITE,20/11/2021,26/1/2022,28/1/2022,Installment,"5,000,000.00"
Region 2,Zone 04,10164,Chat,Car,CL500,HAC,GREY,17/12/2021,24/12/2021,24/12/2021,Cash,"5,000,000.00"
Region 2,Zone 04,10164,Chat,Car,CL500,HAC,GREY,17/12/2021,24/12/2021,24/12/2021,Installment,"5,000,000.00"
Region 2,Zone 04,10164,Chat,Car,CL500,HAC,GREY,17/12/2021,24/12/2021,24/12/2021,Cash,"5,000,000.00"
Region 6,Zone 11,14117,Chat,Car,CL500,HAC,WHITE,22/11/2021,31/1/2022,31/1/2022,Cash,"5,000,000.00"
Region 4,Zone 07,11119,Chat,Car,CL500,HAC,GREY,17/12/2021,24/12/2021,24/12/2021,Cash,"5,000,000.00"
Region 4,Zone 07,11119,Chat,Car,CL500,HAC,GREY,17/12/2021,24/12/2021,24/12/2021,Cash,"5,000,000.00"
Region 2,Zone 03,20107,Chat,Car,CL500,HAB,BLACK,21/11/2021,24/1/2022,24/1/2022,Installment,"5,000,000.00"
Region 3,Zone 05,10128,Chat,Car,CL500,HAC,WHITE,26/1/2022,31/1/2022,31/1/2022,Installment,"5,000,000.00"
Region 3,Zone 05,10128,Chat,Car,CL500,HAC,WHITE,26/1/2022,31/1/2022,31/1/2022,Cash,"5,000,000.00"
Region 1,Zone 02,10131,Chat,Car,CL500,HAA,GREY,17/7/2022,,,Installment,
Region 1,Zone 01,10145,Chat,Car,CL500,HAC,WHITE,23/11/2021,22/12/2021,23/12/2021,Cash,"5,000,000.00"
Region 1,Zone 02,10131,Website,Passenger,SL-Class,BAC,GREY,6/11/2021,20/11/2021,20/11/2021,Cash,"4,100,000.00"
Region 1,Zone 02,10140,Website,Passenger,SL-Class,BAC,GREY,6/11/2021,20/11/2021,20/11/2021,Installment,"4,100,000.00"
Region 5,Zone 10,12109,Chat,Car,CL500,HAB,WHITE,22/11/2021,23/12/2021,23/12/2021,Cash,"5,000,000.00"
Region 2,Zone 04,14128,Chat,Car,CL500,HAC,WHITE,23/11/2021,11/12/2021,13/12/2021,Cash,"5,000,000.00"
Region 5,Zone 10,12109,Chat,Car,CL500,HAB,WHITE,22/11/2021,23/12/2021,23/12/2021,Cash,"5,000,000.00"
Region 6,Zone 11,14101,Website,Car,CL500,HAC,WHITE,21/12/2021,25/12/2021,25/12/2021,Cash,"5,000,000.00"
Region 6,Zone 11,14117,Chat,Car,CL500,HAC,WHITE,22/11/2021,31/1/2022,31/1/2022,Cash,"5,000,000.00"
Region 5,Zone 09,12129,Chat,Car,CL500,HAC,RED-BLACK,19/11/2021,17/12/2021,17/12/2021,Installment,"5,000,000.00"
Region 2,Zone 03,10119,Chat,Car,CL500,HAC,WHITE,20/11/2021,25/12/2021,27/12/2021,Cash,"5,000,000.00"
Region 2,Zone 03,20107,Chat,Car,CL500,HAC,RED-BLACK,23/11/2021,28/12/2021,28/12/2021,Cash,"5,000,000.00"
Region 1,Zone 02,10151,Chat,Passenger,SL-Class,BAA,WHITE,13/11/2021,20/11/2021,22/11/2021,Installment,"4,100,000.00"
Region 6,Zone 12,13141,Website,Passenger,SL-Class,BAD,WHITE,8/11/2021,20/11/2021,20/11/2021,Cash,"4,100,000.00"
Region 3,Zone 06,10112,Chat,Car,CL500,HAC,GREY,20/11/2021,17/1/2022,18/1/2022,Installment,"5,000,000.00"
Region 4,Zone 07,11119,Chat,Car,CL500,HAC,GREY,17/12/2021,24/12/2021,24/12/2021,Installment,"5,000,000.00"
Region 4,Zone 07,11136,Chat,Passenger,SL-Class,BAC,BLACK,17/11/2021,22/12/2021,28/12/2021,Installment,"4,100,000.00"
Region 5,Zone 09,12126,Chat,Car,CL500,HAB,WHITE,30/11/2021,10/12/2021,10/12/2021,Installment,"5,000,000.00"
Region 3,Zone 06,10143,Chat,Car,CL500,HAB,GREY,6/9/2022,,,Installment,
Region 2,Zone 03,20107,Website,Car,CL500,HAC,WHITE,22/11/2021,28/12/2021,13/1/2022,Installment,"5,000,000.00"
Region 5,Zone 09,12126,Website,Car,CL500,HAB,WHITE,30/11/2021,10/12/2021,10/12/2021,Installment,"5,000,000.00"
Region 6,Zone 13,13140,Chat,Car,CL500,HAC,WHITE,7/12/2021,25/2/2022,25/2/2022,Installment,"5,000,000.00"
Region 2,Zone 03,20107,Chat,Car,CL500,HAC,WHITE,20/11/2021,27/1/2022,29/1/2022,Cash,"5,000,000.00"
Region 2,Zone 03,10119,Chat,Car,CL500,HAC,WHITE,20/11/2021,27/1/2022,29/1/2022,Installment,"5,000,000.00"
Region 6,Zone 11,14102,Chat,Car,CL500,HAC,WHITE,20/11/2021,,,Cash,
Region 3,Zone 05,10128,Website,Car,CL500,HAC,WHITE,26/1/2022,31/1/2022,31/1/2022,Cash,"5,000,000.00"
Region 4,Zone 08,16136,Chat,Passenger,SL-Class,BAA,BLACK,6/9/2022,7/9/2022,9/9/2022,Installment,"4,100,000.00"
Region 6,Zone 11,14123,Chat,Car,CL500,BAA,WHITE,3/12/2021,,,Installment,
Region 3,Zone 06,10154,Chat,Car,CL500,HAC,WHITE,25/12/2021,27/6/2022,27/6/2022,Installment,"5,000,000.00"
